 	Label	Angle	Length
1	WS9_3_C_dorsal.jpg:body_width_1	3.455	381.694
2	WS9_3_C_dorsal.jpg:body_width_2	4.282	375.047
3	WS9_3_C_dorsal.jpg:body_width_3	3.774	379.824
4	WS9_3_C_dorsal.jpg:body_length_4	-85.837	1157.053
5	WS9_3_C_dorsal.jpg:body_length_5	-85.936	1156.910
6	WS9_3_C_dorsal.jpg:body_length_6	-86.014	1150.784
7	WS9_3_C_dorsal.jpg:abdomen_length_7	-84.221	1489.572
8	WS9_3_C_dorsal.jpg:abdomen_length_8	-84.335	1489.273
9	WS9_3_C_dorsal.jpg:abdomen_length_9	-84.209	1486.587
