 	Label	Angle	Length
1	Sk_1_B_dorsal.jpg:body_width_1	-0.494	464.017
2	Sk_1_B_dorsal.jpg:body_width_2	-1.605	464.182
3	Sk_1_B_dorsal.jpg:body_width_3	-1.848	465.242
4	Sk_1_B_dorsal.jpg:body_length_4	-93.623	1234.467
5	Sk_1_B_dorsal.jpg:body_length_5	-93.617	1236.463
6	Sk_1_B_dorsal.jpg:body_length_6	-93.432	1236.217
7	Sk_1_B_dorsal.jpg:abdomen_length_7	-91.285	1605.404
8	Sk_1_B_dorsal.jpg:abdomen_length_8	-91.185	1596.341
9	Sk_1_B_dorsal.jpg:abdomen_length_9	-91.182	1599.340
