ID,Name,Lat,Long,Seal_500,Pop_500,TCD_500,ShDry_500,ShHerb_500,TCD_patch,TCD_buff10,TCD_ring10,Urb_clim,Hanski_DryGr,Hanski_Herb,Hanski_Hist_Grassl
1,Suedkreuz,52.4777220000,13.3653610000,70.690011716819000,50.713288250066600,15.106247150022700,0.0000000000,0.1346155870,48.8333333300,30.7692307600,15.2857142800,3,0.036245799,1.87658844,0.355940803
